type;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;qualitygoodornot
white;6,3;,23;,33;1,5;,036;15;105;,991;3,32;,42;11,2;6;0
white;5,8;,27;,27;12,3;,045;55;170;,9972;3,28;,42;9,3;6;0
white;5,9;,26;,4;1,3;,047;12;139;,9945;3,45;,53;10,4;5;0
white;6,6;,18;,35;1,5;,049;49;141;,9934;3,43;,85;10,2;7;1
white;7,4;,2;,43;7,8;,045;27;153;,9964;3,19;,55;9;7;1
white;8;,24;,36;1,5;,047;17;129;,9948;3,2;,54;10;6;0
white;6,4;,26;,42;9,7;,044;30;140;,9962;3,18;,47;9,1;6;0
white;5,4;,31;,47;3;,053;46;144;,9931;3,29;,76;10;5;0
white;5,4;,29;,47;3;,052;47;145;,993;3,29;,75;10;6;0
white;7,1;,145;,33;4,6;,05;33;131;,9942;3,28;,4;9,6;6;0
white;5,6;,34;,1;1,3;,031;20;68;,9906;3,36;,51;11,2;7;1
white;6,7;,19;,41;15,6;,056;75;155;,9995;3,2;,44;8,8;6;0
white;7,8;,18;,46;13,6;,052;38;118;,998;3,15;,5;10;6;0
white;7,6;,17;,45;11,2;,054;56;137;,997;3,15;,47;10;5;0
white;6,3;,12;,36;2,1;,044;47;146;,9914;3,27;,74;11,4;7;1
white;7,3;,33;,4;6,85;,038;32;138;,992;3,03;,3;11,9;7;1
white;5,5;,335;,3;2,5;,071;27;128;,9924;3,14;,51;9,6;6;0
white;7,3;,33;,4;6,85;,038;32;138;,992;3,03;,3;11,9;7;1
white;5,8;,4;,42;4,4;,047;38,5;245;,9937;3,25;,57;9,6;6;0
white;7,3;,22;,37;14,3;,063;48;191;,9978;2,89;,38;9;6;0
white;7,3;,22;,37;14,3;,063;48;191;,9978;2,89;,38;9;6;0
white;6,1;,36;,33;1,1;,05;24;169;,9927;3,15;,78;9,5;6;0
white;10;,2;,39;1,4;,05;19;152;,994;3;,42;10,4;6;0
white;6,9;,24;,34;4,7;,04;43;161;,9935;3,2;,59;10,6;6;0
white;6,4;,24;,32;14,9;,047;54;162;,9968;3,28;,5;10,2;6;0
white;7,1;,365;,14;1,2;,055;24;84;,9941;3,15;,43;8,9;5;0
white;6,8;,15;,3;5,3;,05;40;127;,9942;3,4;,39;9,7;6;0
white;7,3;,22;,37;14,3;,063;48;191;,9978;2,89;,38;9;6;0
white;6,8;,16;,4;2,3;,037;18;102;,9923;3,49;,42;11,4;7;1
white;6;,26;,32;3,5;,028;29;113;,9912;3,4;,71;12,3;7;1
white;6;,18;,27;1,5;,089;40;143;,9923;3,49;,62;10,8;6;0
white;6,9;,33;,21;1;,053;39;148;,9927;3,12;,45;9,4;6;0
white;7,7;,29;,48;2,3;,049;36;178;,9931;3,17;,64;10,6;6;0
white;7,1;,39;,35;12,5;,044;26;72;,9941;3,17;,29;11,6;5;0
white;6,9;,33;,21;1;,053;39;148;,9927;3,12;,45;9,4;6;0
white;7,7;,29;,48;2,3;,049;36;178;,9931;3,17;,64;10,6;6;0
white;6,6;,905;,19;,8;,048;17;204;,9934;3,34;,56;10;5;0
white;7,2;,27;,27;2,4;,048;30;149;,9936;3,1;,51;9,2;6;0
white;5,1;,33;,22;1,6;,027;18;89;,9893;3,51;,38;12,5;7;1
white;5,1;,33;,22;1,6;,027;18;89;,9893;3,51;,38;12,5;7;1
white;6,4;,31;,28;1,5;,037;12;119;,9919;3,32;,51;10,4;7;1
white;7,3;,2;,44;1,4;,045;21;98;,9924;3,15;,46;10;7;1
white;5,7;,32;,5;2,6;,049;17;155;,9927;3,22;,64;10;6;0
white;6,4;,31;,28;1,5;,037;12;119;,9919;3,32;,51;10,4;7;1
white;7,3;,2;,44;1,4;,045;21;98;,9924;3,15;,46;10;7;1
white;7,2;,28;,26;12,5;,046;48;179;,9975;3,1;,52;9;6;0
white;7,5;,35;,28;9,6;,051;26;157;,9969;3,12;,53;9,2;6;0
white;7,2;,27;,27;2,4;,048;30;149;,9936;3,1;,51;9,2;6;0
white;6;,36;,39;3,2;,027;20;125;,991;3,38;,39;11,3;7;1
white;5,1;,33;,22;1,6;,027;18;89;,9893;3,51;,38;12,5;7;1
white;5;,17;,56;1,5;,026;24;115;,9906;3,48;,39;10,8;7;1
white;6,3;,39;,35;5,9;,04;82,5;260;,9941;3,12;,66;10,1;5;0
white;6,7;,21;,32;5,4;,047;29;140;,995;3,39;,46;9,7;6;0
white;7;,3;,38;14,9;,032;60;181;,9983;3,18;,61;9,3;7;1
white;7;,3;,38;14,9;,032;60;181;,9983;3,18;,61;9,3;7;1
white;6,5;,36;,32;1,1;,031;13;66;,9916;3,1;,46;10,6;5;0
white;6,1;,55;,15;9,8;,031;19;125;,9957;3,36;,47;10,2;6;0
white;7,3;,24;,43;2;,021;20;69;,99;3,08;,56;12,2;6;0
white;6,8;,37;,51;11,8;,044;62;163;,9976;3,19;,44;8,8;5;0
white;6,8;,27;,12;1,3;,04;87;168;,992;3,18;,41;10;5;0
white;8,2;,28;,42;1,8;,031;30;93;,9917;3,09;,39;11,4;5;0
white;6,3;,2;,4;1,5;,037;35;107;,9917;3,46;,5;11,4;6;0
white;5,9;,26;,27;18,2;,048;52;168;,9993;3,35;,44;9,4;5;0
white;6,4;,19;,42;2,9;,032;32;83;,9908;3,3;,41;11,7;6;0
white;6,3;,2;,4;1,5;,037;35;107;,9917;3,46;,5;11,4;6;0
white;6,8;,37;,51;11,8;,044;62;163;,9976;3,19;,44;8,8;5;0
white;6,1;,35;,07;1,4;,069;22;108;,9934;3,23;,52;9,2;5;0
white;7,1;,27;,31;18,2;,046;55;252;1;3,07;,56;8,7;5;0
white;6,8;,22;,31;6,3;,035;33;170;,9918;3,24;,66;12,6;6;0
white;6,8;,27;,12;1,3;,04;87;168;,992;3,18;,41;10;5;0
white;5,8;,28;,34;4;,031;40;99;,9896;3,39;,39;12,8;7;1
white;6,9;,49;,24;1,2;,049;13;125;,9932;3,17;,51;9,4;5;0
white;6,3;,14;,39;1,2;,044;26;116;,992;3,26;,53;10,3;6;0
white;8,2;,28;,42;1,8;,031;30;93;,9917;3,09;,39;11,4;5;0
white;7,2;,25;,39;18,95;,038;42;155;,9999;2,97;,47;9;6;0
white;7,3;,28;,36;12,7;,04;38;140;,998;3,3;,79;9,6;6;0
white;7,2;,19;,39;1,2;,036;32;85;,9918;3,16;,5;10,5;5;0
white;7,2;,19;,39;1,2;,036;32;85;,9918;3,16;,5;10,5;5;0
white;7,2;,25;,39;18,95;,038;42;155;,9999;2,97;,47;9;6;0
white;7,3;,28;,36;12,7;,04;38;140;,998;3,3;,79;9,6;6;0
white;7,4;,21;,27;1,2;,041;27;99;,9927;3,19;,33;9,8;6;0
white;6,8;,26;,22;7,7;,047;57;210;,9959;3,1;,47;9;5;0
white;7,4;,21;,27;1,2;,041;27;99;,9927;3,19;,33;9,8;6;0
white;7,4;,31;,28;1,6;,05;33;137;,9929;3,31;,56;10,5;6;0
white;7;,22;,31;2,7;,03;41;136;,9898;3,16;,37;12,7;7;1
white;7;,21;,28;8,7;,045;37;222;,9954;3,25;,54;10,4;6;0
white;7;,21;,28;8,6;,045;37;221;,9954;3,25;,54;10,4;6;0
white;7;,21;,28;8,6;,045;37;221;,9954;3,25;,54;10,4;6;0
white;6,9;,23;,38;8,3;,047;47;162;,9954;3,34;,52;10,5;7;1
white;7;,21;,28;8,7;,045;37;222;,9954;3,25;,54;10,4;6;0
white;7;,21;,28;8,6;,045;37;221;,9954;3,25;,54;10,4;6;0
white;6,8;,29;,5;13,3;,053;48;194;,9974;3,09;,45;9,4;5;0
white;7,8;,21;,27;1,2;,051;20;89;,9936;3,06;,46;9,1;5;0
white;7,1;,31;,47;13,6;,056;54;197;,9978;3,1;,49;9,3;5;0
white;6,8;,29;,5;13,3;,053;48;194;,9974;3,09;,45;9,4;5;0
white;6,4;,34;,1;1,1;,048;19;84;,9927;3,21;,38;9,8;5;0
white;7,4;,155;,34;2,3;,045;73,5;214;,9934;3,18;,61;9,9;7;1
white;7,2;,55;,09;1,5;,108;16;151;,9938;3,07;,57;9,2;4;0
white;7;,23;,36;7,1;,028;31;104;,9922;3,35;,47;12,1;8;1
white;6,9;,2;,37;6,2;,027;24;97;,992;3,38;,49;12,2;7;1
white;6,1;,28;,32;2,5;,042;23;218,5;,9935;3,27;,6;9,8;5;0
white;6,6;,16;,32;1,4;,035;49;186;,9906;3,35;,64;12,4;8;1
white;7,4;,155;,34;2,3;,045;73,5;214;,9934;3,18;,61;9,9;7;1
white;6,2;,35;,04;1,2;,06;23;108;,9934;3,26;,54;9,2;5;0
white;6,7;,22;,37;1,6;,028;24;102;,9913;3,29;,59;11,6;7;1
white;6,1;,38;,2;6,6;,033;25;137;,9938;3,3;,69;10,4;6;0
white;6;,25;,28;2,2;,026;54;126;,9898;3,43;,65;12,9;8;1
white;6,6;,52;,44;12,2;,048;54;245;,9975;3,26;,54;9,3;6;0
white;6,9;,24;,36;20,8;,031;40;139;,9975;3,2;,33;11;6;0
white;7,1;,32;,32;11;,038;16;66;,9937;3,24;,4;11,5;3;0
white;5,8;,28;,27;2,6;,054;30;156;,9914;3,53;,42;12,4;5;0
white;6,5;,41;,24;14;,048;24;113;,9982;3,44;,53;9,8;6;0
white;6,5;,41;,24;14;,048;24;113;,9982;3,44;,53;9,8;6;0
white;6,4;,28;,29;1,6;,052;34;127;,9929;3,48;,56;10,5;7;1
white;7,2;,6;,2;9,9;,07;21;174;,9971;3,03;,54;9,1;5;0
white;6,1;,2;,25;1,2;,038;34;128;,9921;3,24;,44;10,1;5;0
white;5,9;,46;,14;2,7;,042;27;160;,9931;3,46;,51;10,6;7;1
white;6;,27;,27;1,6;,046;32;113;,9924;3,41;,51;10,5;7;1
white;6,4;,28;,29;1,6;,052;34;127;,9929;3,48;,56;10,5;7;1
white;6,4;,41;,24;14;,048;24;113;,9982;3,44;,53;9,8;6;0
white;6,3;,23;,31;1,5;,022;11;82;,9892;3,3;,4;12,9;7;1
white;7,1;,21;,27;8,6;,056;26;111;,9956;2,95;,52;9,5;5;0
white;6;,37;,32;1;,053;31;218,5;,9924;3,29;,72;9,8;6;0
white;6,1;,43;,35;9,1;,059;83;249;,9971;3,37;,5;8,5;5;0
white;7,1;,21;,27;8,6;,056;26;111;,9956;2,95;,52;9,5;5;0
white;7;,25;,29;15,2;,047;40;171;,9982;3,22;,45;9,3;5;0
white;5,9;,25;,19;12,4;,047;50;162;,9973;3,35;,38;9,5;5;0
white;6,8;,32;,21;2,2;,044;15;68;,9932;3,17;,39;9,4;6;0
white;7,2;,39;,62;11;,047;66;178;,9976;3,16;,5;8,7;5;0
white;6,3;,21;,58;10;,081;34;126;,9962;2,95;,46;8,9;5;0
white;7;,14;,32;9;,039;54;141;,9956;3,22;,43;9,4;6;0
white;6,8;,32;,21;2,2;,044;15;68;,9932;3,17;,39;9,4;6;0
white;7,2;,39;,62;11;,047;66;178;,9976;3,16;,5;8,7;5;0
white;7,2;,29;,53;18,15;,047;59;182;,9992;3,09;,52;9,6;5;0
white;8,6;,37;,7;12,15;,039;21;158;,9983;3;,73;9,3;6;0
white;6,5;,38;,34;3,4;,036;34;200;,9937;3,14;,76;10;5;0
white;6,6;,24;,29;2;,023;19;86;,99;3,25;,45;12,5;6;0
white;7;,17;,31;4,8;,034;34;132;,9944;3,36;,48;9,6;7;1
white;5,5;,16;,22;4,5;,03;30;102;,9938;3,24;,36;9,4;6;0
white;7;,24;,51;11;,029;55;227;,9965;3,03;,61;9,5;5;0
white;7,4;,28;,36;1,1;,028;42;105;,9893;2,99;,39;12,4;7;1
white;7;,22;,28;1,5;,037;29;115;,9927;3,11;,55;10,5;6;0
white;7,1;,55;,13;1,7;,073;21;165;,994;2,97;,58;9,2;6;0
white;6,3;,22;,33;1,7;,041;67;164;,9928;3,32;,56;10,4;6;0
white;6,7;,47;,34;8,9;,043;31;172;,9964;3,22;,6;9,2;5;0
white;5,9;,36;,41;1,3;,047;45;104;,9917;3,33;,51;10,6;6;0
white;5,8;,25;,24;13,3;,044;41;137;,9972;3,34;,42;9,5;5;0
white;6,7;,47;,34;8,9;,043;31;172;,9964;3,22;,6;9,2;5;0
white;6,2;,37;,3;6,6;,346;79;200;,9954;3,29;,58;9,6;5;0
white;6,2;,18;,38;1,5;,028;36;117;,993;3,47;,54;9,7;6;0
white;6;,16;,37;1,5;,025;43;117;,9928;3,46;,51;9,7;6;0
white;6,6;,34;,28;1,3;,035;32;90;,9916;3,1;,42;10,7;6;0
white;7,4;,29;,29;1,6;,045;53;180;,9936;3,34;,68;10,5;6;0
white;7,4;,26;,31;7,6;,047;52;177;,9962;3,13;,45;8,9;6;0
white;7;,28;,36;1;,035;8;70;,9899;3,09;,46;12,1;6;0
white;7,1;,23;,39;1,6;,032;12;65;,9898;3,25;,4;12,7;7;1
white;7,8;,19;,26;8,9;,039;42;182;,996;3,18;,46;9,9;6;0
white;6,3;,19;,28;1,8;,022;28;158;,9907;3,2;,64;11,4;6;0
white;6,8;,2;,38;4,7;,04;27;103;,994;3,37;,58;10,7;6;0
white;5,7;,44;,13;7;,025;28;173;,9913;3,33;,48;12,5;6;0
white;7,2;,4;,62;10,8;,041;70;189;,9976;3,08;,49;8,6;4;0
white;6,8;,23;,32;1,6;,026;43;147;,9904;3,29;,54;12,5;6;0
white;5,7;,335;,34;1;,04;13;174;,992;3,27;,66;10;5;0
white;7,2;,4;,62;10,8;,041;70;189;,9976;3,08;,49;8,6;4;0
white;7,2;,28;,54;16,7;,045;54;200;,999;3,08;,49;9,5;6;0
white;6,8;,19;,58;14,2;,038;51;164;,9975;3,12;,48;9,6;6;0
white;6,4;,3;,3;2,25;,038;8;210;,9937;3,2;,62;9,9;6;0
white;6,5;,3;,29;2,25;,037;8;210;,9937;3,19;,62;9,9;5;0
white;7,8;,18;,31;12,2;,053;46;140;,998;3,06;,53;8,9;6;0
white;7,8;,18;,31;12,2;,053;46;140;,998;3,06;,53;8,9;6;0
white;7,3;,51;,26;3,3;,09;7;135;,9944;3,01;,52;8,8;5;0
white;6;,24;,27;1,9;,048;40;170;,9938;3,64;,54;10;7;1
white;5,9;,62;,28;3,5;,039;55;152;,9907;3,44;,44;12;6;0
white;6;,24;,27;1,9;,048;40;170;,9938;3,64;,54;10;7;1
white;6,7;,27;,12;1,3;,041;62;138;,9921;3,21;,42;10;6;0
white;7,8;,34;,35;1,8;,042;8;167;,9908;3,11;,41;12,1;6;0
white;7,3;,26;,36;5,2;,04;31;141;,9931;3,16;,59;11;6;0
white;7,4;,36;,33;1,4;,025;27;55;,9915;3,21;,33;11,2;6;0
white;7,8;,28;,32;9;,036;34;115;,9952;3,17;,39;10,3;7;1
white;6,1;,31;,26;2,2;,051;28;167;,9926;3,37;,47;10,4;6;0
white;6,8;,18;,37;1,6;,055;47;154;,9934;3,08;,45;9,1;5;0
white;7,4;,15;,42;1,7;,045;49;154;,992;3;,6;10,4;6;0
white;5,9;,13;,28;1,9;,05;20;78;,9918;3,43;,64;10,8;6;0
white;7,2;,34;,34;12,6;,048;7;41;,9942;3,19;,4;11,7;5;0
white;7,9;,19;,26;2,1;,039;8;143;,9942;3,05;,74;9,8;5;0
white;7,9;,19;,26;2,1;,039;8;143;,9942;3,05;,74;9,8;5;0
white;6,9;,25;,4;1,3;,038;22;101;,9901;3,03;,39;11,4;6;0
white;5,8;,36;,32;1,7;,033;22;96;,9898;3,03;,38;11,2;6;0
white;5,6;,35;,37;1;,038;6;72;,9902;3,37;,34;11,4;5;0
white;5,9;,32;,39;3,3;,114;24;140;,9934;3,09;,45;9,2;6;0
white;7,2;,31;,46;5;,04;3;29;,9906;3,04;,53;12,5;4;0
white;6,1;,28;,22;1,8;,034;32;116;,9898;3,36;,44;12,6;6;0
white;5,2;,36;,02;1,6;,031;24;104;,9896;3,44;,35;12,2;6;0
white;5,6;,19;,47;4,5;,03;19;112;,9922;3,56;,45;11,2;6;0
white;6,4;,1;,35;4,9;,048;31;103;,9947;3,43;,79;9,7;6;0
white;6,4;,18;,48;4;,186;64;150;,9945;3,06;,4;9,3;5;0
white;7,4;,25;,36;13,2;,067;53;178;,9976;3,01;,48;9;6;0
white;7,4;,25;,36;13,2;,067;53;178;,9976;3,01;,48;9;6;0
white;7,4;,25;,36;13,2;,067;53;178;,9976;3,01;,48;9;6;0
white;7,9;,345;,51;15,3;,047;54;171;,9987;3,09;,51;9,1;5;0
white;7,9;,345;,51;15,3;,047;54;171;,9987;3,09;,51;9,1;5;0
white;7,4;,25;,36;13,2;,067;53;178;,9976;3,01;,48;9;6;0
white;6,1;,24;,3;1,5;,045;22;61;,992;3,31;,54;10,4;5;0
white;6,8;,25;,24;4,55;,053;41;211;,9955;3,37;,67;9,5;6;0
white;6,7;,31;,31;9,9;,04;10;175;,9953;3,46;,55;11,4;4;0
white;7,2;,46;,65;10,4;,05;76;192;,9976;3,16;,42;8,7;5;0
white;5,5;,35;,35;1,1;,045;14;167;,992;3,34;,68;9,9;6;0
white;6,7;,24;,41;8,7;,036;29;148;,9952;3,22;,62;9,9;6;0
white;6,8;,28;,17;13,9;,047;49;162;,9983;3,21;,51;9;6;0
white;6,4;,16;,22;1,4;,04;41;149;,9933;3,49;,58;10;6;0
white;6,3;,26;,24;7,2;,039;38;172;,9958;3,49;,64;9,7;6;0
white;7,7;,22;,42;1,9;,052;10;87;,9922;3,3;,49;11,8;6;0
white;6,5;,18;,31;1,7;,044;30;127;,9928;3,49;,5;10,2;7;1
white;7,2;,46;,65;10,4;,05;76;192;,9976;3,16;,42;8,7;5;0
white;7;,3;,51;13,6;,05;40;168;,9976;3,07;,52;9,6;7;1
white;9,2;,25;,34;1,2;,026;31;93;,9916;2,93;,37;11,3;7;1
white;7,8;,28;,34;1,6;,028;32;118;,9901;3;,38;12,1;7;1
white;7;,3;,51;13,6;,05;40;168;,9976;3,07;,52;9,6;7;1
white;7,8;,28;,34;1,6;,028;32;118;,9901;3;,38;12,1;7;1
white;9,2;,25;,34;1,2;,026;31;93;,9916;2,93;,37;11,3;7;1
white;8,4;,35;,71;12,2;,046;22;160;,9982;2,98;,65;9,4;5;0
white;6,1;,41;,24;1,6;,049;16;137;,993;3,32;,5;10,4;6;0
white;5,9;,21;,24;12,1;,044;53;165;,9969;3,25;,39;9,5;5;0
white;7,2;,34;,44;4,2;,047;51;144;,991;3,01;,76;12,3;6;0
white;6,7;,21;,42;9,1;,049;31;150;,9953;3,12;,74;9,9;7;1
white;5,9;,37;,1;1,6;,057;39;128;,9924;3,24;,48;10,1;5;0
white;7,7;,34;,27;8,8;,063;39;184;,9969;3,09;,63;9,2;6;0
white;7,4;,3;,22;1,4;,046;16;135;,9928;3,08;,77;10,4;7;1
white;6,8;,51;,3;4,2;,066;38;165;,9945;3,2;,42;9,1;5;0
white;7,8;,22;,38;10,3;,059;28;99;,9967;3,12;,47;10;6;0
white;7,2;,35;,34;12,4;,051;6;37;,9944;3,13;,39;11,5;6;0
white;6;,26;,5;2,2;,048;59;153;,9928;3,08;,61;9,8;5;0
white;6,1;,26;,51;2,2;,05;61;154;,9929;3,08;,6;9,8;6;0
white;6,5;,28;,27;5,2;,04;44;179;,9948;3,19;,69;9,4;6;0
white;7,4;,41;,66;10,8;,051;77;194;,9976;3,05;,46;8,7;5;0
white;6,5;,28;,29;2,7;,038;26;107;,9912;3,32;,41;11,6;7;1
white;6,7;,34;,54;16,3;,047;44;181;,9987;3,04;,56;8,8;5;0
white;7,2;,2;,34;2,7;,032;49;151;,99;3,16;,39;12,7;7;1
white;7,4;,2;,33;1,9;,035;39;138;,991;3,17;,44;11,7;7;1
white;8,2;,22;,3;1,8;,047;47;185;,9933;3,13;,5;10,2;6;0
white;8,2;,23;,29;1,8;,047;47;187;,9933;3,13;,5;10,2;6;0
white;7,1;,22;,33;2,8;,033;48;153;,9899;3,15;,38;12,7;7;1
white;6,5;,28;,29;2,7;,038;26;107;,9912;3,32;,41;11,6;7;1
white;6;,38;,26;6;,034;42;134;,9912;3,38;,38;12,3;7;1
white;7,4;,41;,66;10,8;,051;77;194;,9976;3,05;,46;8,7;5;0
white;5,7;,18;,22;4,2;,042;25;111;,994;3,35;,39;9,4;5;0
white;7,3;,3;,22;6,4;,056;44;168;,9947;3,13;,35;10,1;6;0
white;7,4;,24;,22;10,7;,042;26;81;,9954;2,86;,36;9,7;6;0
white;6,6;,25;,3;1,6;,046;32;134;,993;3,42;,51;10,1;7;1
white;7,4;,24;,22;10,7;,042;26;81;,9954;2,86;,36;9,7;6;0
white;7,4;,26;,3;7,9;,049;38;157;,9963;3,13;,48;8,9;6;0
white;6,1;,32;,25;1,7;,034;37;136;,992;3,47;,5;10,8;7;1
white;6,9;,28;,27;2,1;,036;42;121;,9926;3,42;,49;10,8;7;1
white;7;,23;,33;5,8;,04;25;136;,995;3,19;,58;9,5;6;0
white;7,1;,31;,5;14,5;,059;6;148;,9983;2,94;,44;9,1;5;0
white;7,3;,2;,37;1,2;,037;48;119;,992;3,32;,49;10,9;6;0
white;6,9;,41;,33;10,1;,043;28;152;,9968;3,2;,52;9,4;5;0
white;6,4;,45;,07;1,1;,03;10;131;,9905;2,97;,28;10,8;5;0
white;6,4;,475;,06;1;,03;9;131;,9904;2,97;,29;10,8;5;0
white;6,3;,27;,38;,9;,051;7;140;,9926;3,45;,5;10,5;7;1
white;6,9;,41;,33;10,1;,043;28;152;,9968;3,2;,52;9,4;5;0
white;7;,29;,37;4,9;,034;26;127;,9928;3,17;,44;10,8;6;0
white;5,9;,27;,29;11,4;,036;31;115;,9949;3,35;,48;10,5;8;1
white;6,9;,19;,4;1,4;,036;14;55;,9909;3,08;,68;11,5;7;1
white;6,7;,3;,35;1,4;,18;36;160;,9937;3,11;,54;9,4;6;0
white;7,2;,24;,4;1,4;,045;31;106;,9914;2,88;,38;10,8;6;0
white;6,4;,45;,07;1,1;,03;10;131;,9905;2,97;,28;10,8;5;0
white;6,4;,475;,06;1;,03;9;131;,9904;2,97;,29;10,8;5;0
white;6,3;,26;,49;1,5;,052;34;134;,9924;2,99;,61;9,8;6;0
white;6,3;,26;,49;1,5;,052;34;134;,9924;2,99;,61;9,8;6;0
white;7,3;,25;,29;7,5;,049;38;158;,9965;3,43;,38;9,6;5;0
white;7,3;,25;,29;7,5;,049;38;158;,9965;3,43;,38;9,6;5;0
white;6,1;,28;,25;17,75;,044;48;161;,9993;3,34;,48;9,5;5;0
white;7,4;,37;,35;5,7;,061;12;94;,9965;3,48;,69;10,7;6;0
white;6,5;,36;,28;3,2;,037;29;119;,9908;3,25;,65;12,4;8;1
white;7,4;,24;,4;4,3;,032;9;95;,992;3,09;,39;11,1;6;0
white;7,5;,23;,68;11;,047;37;133;,9978;2,99;,38;8,8;5;0
white;7,5;,21;,68;10,9;,045;38;133;,9978;3;,36;8,7;5;0
white;7,5;,21;,68;10,9;,045;38;133;,9978;3;,36;8,7;5;0
white;7,5;,23;,68;11;,047;37;133;,9978;2,99;,38;8,8;5;0
white;7,8;,32;,33;2,4;,037;18;101;,9912;3,21;,65;11,7;7;1
white;7,8;,26;,27;1,9;,051;52;195;,9928;3,23;,5;10,9;6;0
white;7,7;,24;,27;1,8;,051;52;190;,9928;3,23;,5;10,8;6;0
white;7,4;,19;,3;1,4;,057;33;135;,993;3,12;,5;9,6;6;0
white;6,5;,46;,41;16,8;,084;59;222;,9993;3,18;,58;9;5;0
white;6,5;,26;,43;8,9;,083;50;171;,9965;2,85;,5;9;5;0
white;5,3;,32;,12;6,6;,043;22;141;,9937;3,36;,6;10,4;6;0
white;7,2;,24;,34;1,1;,045;3;64;,9913;3,23;,51;11,4;5;0
white;6;,36;,06;1,4;,066;27;128;,9934;3,26;,55;9,3;5;0
white;6,2;,24;,29;13,3;,039;49;130;,9952;3,33;,46;11;8;1
white;7,6;,56;,12;10,4;,096;22;177;,9983;3,32;,45;9,1;4;0
white;7;,32;,24;6,2;,048;31;228;,9957;3,23;,62;9,4;6;0
white;7;,32;,24;6,2;,048;31;228;,9957;3,23;,62;9,4;6;0
white;5,8;,31;,33;1,2;,036;23;99;,9916;3,18;,6;10,5;6;0
white;7;,23;,42;18,05;,05;35;144;,9999;3,22;,42;8,8;5;0
white;7;,23;,42;18,05;,05;35;144;,9999;3,22;,42;8,8;5;0
white;6,9;,24;,33;4,8;,04;16;131;,9936;3,26;,64;10,7;6;0
white;6;,29;,2;12,6;,045;45;187;,9972;3,33;,42;9,5;5;0
white;6,1;,17;,28;4,5;,033;46;150;,9933;3,43;,49;10,9;6;0
white;5,9;,14;,25;4,5;,027;34;140;,9934;3,49;,51;10,8;6;0
white;6,2;,17;,28;4,7;,037;39;133;,9931;3,41;,46;10,8;7;1
white;7,4;,28;,25;11,9;,053;25;148;,9976;3,1;,62;9,2;5;0
white;5,6;,35;,14;5;,046;48;198;,9937;3,3;,71;10,3;5;0
white;5,8;,335;,14;5,8;,046;49;197;,9937;3,3;,71;10,3;5;0
white;5,6;,235;,29;1,2;,047;33;127;,991;3,34;,5;11;7;1
white;6,1;,28;,25;12,9;,054;34;189;,9979;3,25;,43;9;4;0
white;6,3;,21;,33;13,9;,046;68;179;,9971;3,36;,5;10,4;6;0
white;6,4;,24;,28;11,5;,05;34;163;,9969;3,31;,45;9,5;5;0
white;6,4;,24;,29;11,4;,051;32;166;,9968;3,31;,45;9,5;5;0
white;6,3;,26;,25;7,8;,058;44;166;,9961;3,24;,41;9;5;0
white;6,5;,33;,72;1,1;,061;7;151;,993;3,09;,57;9,5;4;0
white;7,4;,105;,34;12,2;,05;57;146;,9973;3,16;,37;9;6;0
white;6;,32;,12;5,9;,041;34;190;,9944;3,16;,72;10;5;0
white;7,1;,26;,34;14,4;,067;35;189;,9986;3,07;,53;9,1;7;1
white;7,1;,26;,34;14,4;,067;35;189;,9986;3,07;,53;9,1;7;1
white;7,1;,26;,34;14,4;,067;35;189;,9986;3,07;,53;9,1;7;1
white;7,1;,26;,34;14,4;,067;35;189;,9986;3,07;,53;9,1;7;1
white;5,9;,24;,26;12,3;,053;34;134;,9972;3,34;,45;9,5;6;0
white;6,5;,21;,37;2,5;,048;70;138;,9917;3,33;,75;11,4;7;1
white;7,7;,27;,35;5,3;,03;30;117;,992;3,11;,42;12,2;6;0
white;9;,27;,35;4,9;,028;27;95;,9932;3,04;,4;11,3;6;0
white;7,3;,34;,21;3,2;,05;14;136;,9936;3,25;,44;10,2;5;0
white;6,6;,27;,25;3,1;,052;41;188;,9915;3,24;,4;11,3;5;0
white;6,8;,29;,16;1,4;,038;122,5;234,5;,9922;3,15;,47;10;4;0
white;7,1;,28;,26;1,9;,049;12;86;,9934;3,15;,38;9,4;5;0
white;6,8;,25;,34;14;,032;47;133;,9952;3,37;,5;12,2;7;1
white;7;,57;,1;8,3;,094;23;188;,9972;3,4;,47;9,2;4;0
white;7,1;,28;,26;1,9;,049;12;86;,9934;3,15;,38;9,4;5;0
white;7,1;,17;,38;7,4;,052;49;182;,9958;3,35;,52;9,6;6;0
white;7,8;,28;,22;1,4;,056;24;130;,9944;3,28;,48;9,5;5;0
white;6,8;,22;,37;1,7;,036;38;195;,9908;3,35;,72;12,5;6;0
white;7,1;,17;,38;7,4;,052;49;182;,9958;3,35;,52;9,6;6;0
white;6,1;,14;,25;1,3;,047;37;173;,9925;3,35;,46;10;6;0
white;6,4;,24;,5;11,6;,047;60;211;,9966;3,18;,57;9,3;5;0
white;7,8;,42;,26;9,2;,058;34;199;,9972;3,14;,55;9,3;6;0
white;6,6;,28;,36;1,7;,038;22;101;,9912;3,29;,57;11,6;6;0
white;7,1;,32;,34;14,5;,039;46;150;,995;3,38;,5;12,5;8;1
white;6,7;,31;,3;2,1;,038;18;130;,9928;3,36;,63;10,6;6;0
